PLAYID,GAMEID,GAMEDATE,GAMESEASON,WEEK,GSISGAMEKEY,GSISPLAYID,QUARTER,DOWN,CLOCK,BLITZDOG,CATCHABLE,DEEPPASS,DEFSCORE,DRAW,DRIVE,DRIVEPLAY,GAINLOSS,GARBAGETIME,FIRST_DOWN_GAINED,GETOFFTIME,KICKYARDS,NOHUDDLE,NOPLAY,OFFFORMATIONUNBALANCED,OFFSCORE,OPTION,PENALTYYARDS,PLAYACTION,PREVIOUSPFFPLAYID,NEXTPFFPLAYID,RETURNYARDS,SCORE,SCREEN,SNAPTIME,SORTORDER,STUNT,TIMETOPRESSURE,TIMETOTHROW,TRICKLOOK,TRICKPLAY,YARDSAFTERCATCH,YARDSAFTERCONTACT,2MINUTE,BALLCARRIER,BOXPLAYERS,BUNCHED,CENTERPASSBLOCKDIRECTION,CHECKROUTE,CHIPROUTE,DBDEPTH,DEFFRONT,DEFPERSONNEL,DEFPLAYERS,DEFPLAYERSRATINGS,DEFSUBSTITUTIONS,DEFSUCCESS,DEFTEAM,DISTANCE,DLDROP,DLTECHNIQUES,DOUBLETEAM,DRIVEENDEVENT,DRIVEENDFIELDPOSITION,DRIVEENDPLAYNUMBER,DRIVESTARTEVENT,DRIVESTARTFIELDPOSITION,DROPBACKDEPTH,DROPBACKTYPE,FIELDPOSITION,FIRSTCONTACT,FORCEDFUMBLE,FUMBLE,FUMBLERECOVERY,GAINLOSSNET,GUNNERS,HANGTIME,HASH,HASHDEF,HIT,HURRY,INCOMPLETIONTYPE,INJURED,INTERCEPTION,KEYPLAYERS,KICKCONTACT,KICKDEPTH,KICKDIRACTUAL,KICKDIRINTENDED,KICKER,KICKRESULT,KICKTYPE,KICKWIDTH,KICKZONE,LBDEPTH,MISSEDTACKLE,MOFOCPLAYED,MOFOCSHOWN,NEGATIVEPFFGRADE,OFFFORMATION,OFFFORMATIONGROUP,OFFODDITIES,OFFPERSONNEL,OFFPERSONNELBASIC,OFFPERSONNELSKILL,OFFPLAYERS,OFFPLAYERSRATINGS,OFFSUBSTITUTIONS,OFFSUCCESS,OFFTEAM,ONLOS,OPERATIONTIME,PASSBLOCKING,PASSBREAKUP,PASSCOVERAGE,PASSCOVERAGE1,PASSCOVERAGE2,PASSCOVERAGEPLAYERS,PASSDEPTH,PASSDIRECTION,PASSER,PASSPATTERN,PASSPATTERNBASIC,PASSPATTERNBYPLAYER,PASSRECEIVERPOSITIONTARGET,PASSRECEIVERTARGET,PASSRESULT,PASSROUTETARGET,PASSROUTETARGETGROUP,PASSRUSHPLAYERS,PASSRUSHRESULT,PASSWIDTH,PASSZONE,PENALTY,PISTOL,PLAYACTIONFAKE,PLAYENDFIELDPOSITION,POAACTUAL,POACHANGEREASON,POAINTENDED,POSITIVEPFFGRADE,PRESS,PRESSUREDETAIL,PUMPFAKE,PUNTRUSH,PURSUIT,QB,QBMOVEDOFFSPOT,QBPRESSURE,QBPRESSUREALLOWED,QBRESET,QBSCRAMBLE,RBALIGNMENT,RBDEPTH,RBDIRECTION,RBSINBACKFIELD,RETDIRECTIONINTENDED,RETURNDIRECTION,RETURNER,RUNCONCEPTPRIMARY,RUNCONCEPTSECONDARY,RUNPASS,SACK,SCOREDIFFERENTIAL,SHIFTMOTION,SHOTGUN,SPECIALTEAMSTYPE,STOP,STSAFETIES,TACKLE,TACKLEASSIST,TEALIGNMENT,TOUCHDOWN,UNBLOCKEDPRESSURE,VISE,WRALIGNMENT,CONTESTED,RUNPASSOPTION,PLAYCLOCK
4445719,21578,8/27/22,2022,0,82426,37,1,0,15:00,0,,0,0,0,,,75,0,,,75,0,0,0,0,0,,0,,4445773,,0,0,,1,0,,,0,0,,,0,,,,,,,,5-May,,CTUN 25 (R3); CTUN 30 (L5); CTUN D01 (R2); CTUN D06 (R5); CTUN D10 (R4); CTUN D14 (R1); CTUN D15 (L2); CTUN D29 (L1); CTUN D33 (L3); CTUN D46 (L4); CTUN S17 (PK),CTUN 25 (0.0); CTUN 30 (0.0); CTUN D01 (0.0); CTUN D06 (0.0); CTUN D10 (0.0); CTUN D14 (0.0); CTUN D15 (0.0); CTUN D29 (0.0); CTUN D33 (0.0); CTUN D46 (0.0); CTUN S17 (+0.5),,,CTUN,0,,,UTST D20 (RF1); UTST D33 (RB2); CTUN D33 (L3),,,,,,,,-35,,,,,40,,3.79,L,R,,,,,,CTUN S17 (PK),,75,L,L,CTUN S17,TOUCHBACK,D,13,3L,,,,,,,5-0-4,,,,,UTST 00 (KR); UTST 13 (MF); UTST 15 (RF2); UTST 23 (KFB); UTST 83 (RB1); UTST 85 (LB1); UTST D10 (LB2); UTST D17 (LF2); UTST D19 (LF1); UTST D20 (RF1); UTST D33 (RB2),UTST 00 (0.0); UTST 13 (0.0); UTST 15 (0.0); UTST 23 (0.0); UTST 83 (0.0); UTST 85 (0.0); UTST D10 (0.0); UTST D17 (0.0); UTST D19 (0.0); UTST D20 (0.0); UTST D33 (0.0),,,UTST,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,CTUN S17,,,0,,,,0,,,0,,,,,,,,UTST 00,,,,,0,,,KICKOFF,,2; CTUN D14 (R1); CTUN D29 (L1),,,,,,,,,0,
4445773,21578,8/27/22,2022,0,82426,51,1,1,15:00,0,1,0,0,0,1,1,9,0,,,,0,0,0,0,0,,0,4445719,4445784,,0,0,,2,0,,3.2,0,0,5,4,0,UTST 08,6; CTUN D00 (35); CTUN D06 (28); CTUN D08 (19); CTUN D91 (25); CTUN D95 (09); CTUN D96 (17),,L,,,LCB (7); SCBL (8); FSL (12); SCBR (7); RCB (1),LEO (09); DLT (17); LILB (19); DRT (25); RILB (28); ROLB (35),3/3/05,CTUN D00 (ROLB); CTUN D01 (FSL); CTUN D05 (LCB); CTUN D06 (RILB); CTUN D07 (RCB); CTUN D08 (LILB); CTUN D10 (SCBL); CTUN D19 (SCBR); CTUN D91 (DRT); CTUN D95 (LEO); CTUN D96 (DLT),CTUN D00 (0.0); CTUN D01 (0.0); CTUN D05 (-1.0); CTUN D06 (0.0); CTUN D07 (0.0); CTUN D08 (0.0); CTUN D10 (0.0); CTUN D19 (0.0); CTUN D91 (0.0); CTUN D95 (0.0); CTUN D96 (0.0),DRIVE START,3R,CTUN,10,,LEO (09); DLT (17); DRT (25),,PUNT,-44,5,KICKOFF - TB,-25,0,RR,-25,CTUN D05,,,,9,,,L,R,,,,,,UTST 08 (RWR); CTUN D05 (LCB),,,,,,,,,,LILB (4); RILB (5); ROLB (0),CTUN D05,C,C,CTUN D05,LWR^; SLWR; HB-R; SRWR; RWR^,2x2,TE>SLWR,3-0-1-1,11,UTST 04; UTST 08; UTST 09; UTST 10; UTST 83,UTST 01 (QB); UTST 04 (HB-R); UTST 08 (RWR); UTST 09 (SRWR); UTST 10 (LWR); UTST 61 (RG); UTST 72 (LT); UTST 74 (C); UTST 78 (RT); UTST 79 (LG); UTST 83 (SLWR),UTST 01 (0.0); UTST 04 (0.0); UTST 08 (+0.5); UTST 09 (0.0); UTST 10 (0.0); UTST 61 (0.0); UTST 72 (0.0); UTST 74 (0.0); UTST 78 (0.0); UTST 79 (0.0); UTST 83 (0.0),DRIVE START,1G,UTST,UTST 08; UTST 10,,6; UTST 04 (HB-R); UTST 61 (RG); UTST 72 (LT); UTST 74 (C); UTST 78 (RT); UTST 79 (LG),,1,CTUN D05,,7; CTUN D01; CTUN D05; CTUN D06; CTUN D07; CTUN D08; CTUN D10; CTUN D19,4,R,UTST 01 (QB),LWR 6o(4); SLWR xl(9); HB-R kr; SRWR 7(12); RWR 6ov(6),6; X; -; 7; 6,UTST 10 6o(4); UTST 83 xl(9); UTST 04 kr; UTST 09 7(12); UTST 08 6ov(6),RWR,UTST 08,COMPLETE,6ov(6),6R,4; CTUN D00 (ROLB); CTUN D91 (DRT); CTUN D95 (LEO); CTUN D96 (DLT),,49,6R,,,,-34,,,,UTST 08,CTUN D07 > UTST 10,,0,,,UTST 01,0,,,0,,HB-R,HB-R (-5),R,1; UTST 04 (HB-R),,,,,,P,,0,,S,,,,CTUN D06,,,,,,LWR^(-23.5); SLWR(-15.5); SRWR(+10.5); RWR^(+20.5),,0,
4445784,21578,8/27/22,2022,0,82426,75,1,2,14:38,0,,0,0,0,1,2,6,0,1,,,0,0,0,0,0,,0,4445773,4445793,,0,0,,3,0,,,1,0,,3,0,UTST 04,6; CTUN D00 (35); CTUN D06 (27); CTUN D08 (17); CTUN D91 (27); CTUN D95 (09); CTUN D96 (19),,,,,LCB (6); SCBL (8); FS (10); SSR (7); RCB (2),LEO (09); LILB (17); DLT (19); DRT (27); RILB (27); ROLB (35); SSR (42),3/3/05,CTUN D00 (ROLB); CTUN D01 (FS); CTUN D05 (LCB); CTUN D06 (RILB); CTUN D07 (RCB); CTUN D08 (LILB); CTUN D10 (SCBL); CTUN D19 (SSR); CTUN D91 (DRT); CTUN D95 (LEO); CTUN D96 (DLT),CTUN D00 (0.0); CTUN D01 (0.0); CTUN D05 (0.0); CTUN D06 (-0.5); CTUN D07 (0.0); CTUN D08 (0.0); CTUN D10 (0.0); CTUN D19 (0.0); CTUN D91 (0.0); CTUN D95 (0.0); CTUN D96 (-0.5),,3R,CTUN,1,,LEO (09); DLT (19); DRT (27),,PUNT,-44,5,KICKOFF - TB,-25,,,-34,CTUN D91,,,,6,,,R,L,,,,,,UTST 04 (HB-L); UTST 61 (RG); UTST 78 (RT); CTUN D06 (RILB); CTUN D91 (DRT); CTUN D96 (DLT),,,,,,,,,,LILB (4); RILB (4); ROLB (0),,C,C,CTUN D06; CTUN D96,LWR^; TE-L; HB-L; SRWR; RWR^,2x2,,3-0-1-1,11,UTST 04; UTST 08; UTST 09; UTST 10; UTST 83,UTST 01 (QB); UTST 04 (HB-L); UTST 08 (RWR); UTST 09 (SRWR); UTST 10 (LWR); UTST 61 (RG); UTST 72 (LT); UTST 74 (C); UTST 78 (RT); UTST 79 (LG); UTST 83 (TE-L),UTST 01 (0.0); UTST 04 (+0.5); UTST 08 (0.0); UTST 09 (0.0); UTST 10 (0.0); UTST 61 (+0.5); UTST 72 (0.0); UTST 74 (0.0); UTST 78 (+0.5); UTST 79 (0.0); UTST 83 (0.0),,1G,UTST,UTST 08; UTST 10,,,,1,,,,,,,,,,,,,,,,,,,,,,-40,RG,,RG,UTST 04; UTST 61; UTST 78,CTUN D07 > UTST 10,,0,,,UTST 01,0,,,0,,HB-L,HB-L (-6),R,1; UTST 04 (HB-L),,,,COUNTER,CROSS LEAD,R,,0,UTST 09* (R:L{R}),S,,,,CTUN D19,,L,,,,LWR^(-23.5); SRWR(+12.5); RWR^(+23.5),,0,28
4445793,21578,8/27/22,2022,0,82426,97,1,1,14:22,0,,0,0,0,1,3,0,0,,,,0,0,0,0,1,,0,4445784,4445800,,0,0,,4,0,,,0,0,,1,0,UTST 04,6; CTUN D00 (32); CTUN D06 (28); CTUN D08 (20); CTUN D91 (25); CTUN D95 (09); CTUN D96 (17),,,,,LCB (7); FS (11); SSR (9); SCBR (6); RCB (5),LEO (09); DLT (17); LILB (20); DRT (25); RILB (28); ROLB (32); SSR (37),3/3/05,CTUN D00 (ROLB); CTUN D01 (SSR); CTUN D05 (LCB); CTUN D06 (RILB); CTUN D07 (RCB); CTUN D08 (LILB); CTUN D10 (SCBR); CTUN D19 (FS); CTUN D91 (DRT); CTUN D95 (LEO); CTUN D96 (DLT),CTUN D00 (-0.5); CTUN D01 (0.0); CTUN D05 (0.0); CTUN D06 (0.0); CTUN D07 (0.0); CTUN D08 (0.0); CTUN D10 (0.0); CTUN D19 (0.0); CTUN D91 (+1.0); CTUN D95 (0.0); CTUN D96 (0.0),,1G,CTUN,10,,LEO (09); DLT (17); DRT (25),,PUNT,-44,5,KICKOFF - TB,-25,,,-40,CTUN D91,,,,0,,,R,L,,,,,,UTST 72 (LT); UTST 74 (C); UTST 78 (RT); UTST 79 (LG); CTUN D00 (ROLB); CTUN D06 (RILB); CTUN D91 (DRT); CTUN D96 (DLT),,,,,,,,,,LILB (4); RILB (3); ROLB (0),,C,C,UTST 74; UTST 79; CTUN D00,LWR^; SLWR; TE-L; HB-R; RWR^,3x1,,3-0-1-1,11,UTST 04; UTST 08; UTST 09; UTST 10; UTST 83,UTST 01 (QB); UTST 04 (HB-R); UTST 08 (RWR); UTST 09 (SLWR); UTST 10 (LWR); UTST 61 (RG); UTST 72 (LT); UTST 74 (C); UTST 78 (RT); UTST 79 (LG); UTST 83 (TE-L),UTST 01 (0.0); UTST 04 (0.0); UTST 08 (0.0); UTST 09 (0.0); UTST 10 (0.0); UTST 61 (0.0); UTST 72 (+0.5); UTST 74 (-1.0); UTST 78 (0.0); UTST 79 (-1.0); UTST 83 (0.0),,3R,UTST,UTST 08; UTST 10,,,,1,,,,,,,,,,,,,,,,,,,,,,-40,MR,,MR,UTST 72; CTUN D91,,,0,,,UTST 01,0,,,0,,HB-R,HB-R (-5),L,1; UTST 04 (HB-R),,,,OUTSIDE ZONE,READ OPTION,R,,0,,S,,CTUN D91,,CTUN D91,,L,,,,LWR^(-23.5); SLWR(-12.5); RWR^(+23.5),,0,26
4445800,21578,8/27/22,2022,0,82426,119,1,2,13:58,0,0,0,0,0,1,4,4,0,,,,0,0,0,0,0,,1,4445793,4445807,,0,0,,5,0,3,4.6,0,0,,0,0,UTST 01,6; CTUN D00 (17); CTUN D06 (44); CTUN D08 (39); CTUN D91 (38); CTUN D95 (14); CTUN D96 (22),UTST 09; UTST 10,R,,,LCB (8); FSL (12); FS (10); FSR (13); RCB (0),LE (14); LILB (17); NT (22); REO (38); RLB (39); RLB (44),3/3/05,CTUN D00 (LILB); CTUN D01 (FSR); CTUN D05 (FSL); CTUN D06 (RLB); CTUN D07 (RCB); CTUN D08 (RLB); CTUN D10 (FS); CTUN D19 (LCB); CTUN D91 (REO); CTUN D95 (LE); CTUN D96 (NT),CTUN D00 (0.0); CTUN D01 (0.0); CTUN D05 (0.0); CTUN D06 (0.0); CTUN D07 (0.0); CTUN D08 (0.0); CTUN D10 (0.0); CTUN D19 (0.0); CTUN D91 (+0.5); CTUN D95 (0.0); CTUN D96 (0.0),,2A,CTUN,10,,LE (14); NT (22); REO (38),,PUNT,-44,5,KICKOFF - TB,-25,7,SD,-40,,,,,4,,,C,C,,,,,,UTST 83 (TE-L); CTUN D91 (REO),,,,,,,,,,LILB (2); RLB (2); RLB (5),,C,C,UTST 83,LWR^; SLWR; TE-L; HB-R; RWR^,3x1,,3-0-1-1,11,UTST 04; UTST 08; UTST 09; UTST 10; UTST 83,UTST 01 (QB); UTST 04 (HB-R); UTST 08 (RWR); UTST 09 (LWR); UTST 10 (SLWR); UTST 61 (RG); UTST 72 (LT); UTST 74 (C); UTST 78 (RT); UTST 79 (LG); UTST 83 (TE-L),UTST 01 (0.0); UTST 04 (0.0); UTST 08 (0.0); UTST 09 (0.0); UTST 10 (0.0); UTST 61 (0.0); UTST 72 (0.0); UTST 74 (0.0); UTST 78 (0.0); UTST 79 (0.0); UTST 83 (-0.5),,2A,UTST,UTST 08; UTST 09,,7; UTST 04 (HB-R); UTST 61 (RG); UTST 72 (LT); UTST 74 (C); UTST 78 (RT); UTST 79 (LG); UTST 83 (TE-L),,3DC,,,8; CTUN D00; CTUN D01; CTUN D05; CTUN D06; CTUN D07; CTUN D08; CTUN D10; CTUN D19,0,X,UTST 01 (QB),LWR xo(11); SLWR 9o; TE-L k; HB-R flkl; RWR 6(4),X; 9; -; -; 6,UTST 09 xo(11); UTST 10 9o; UTST 83 k; UTST 04 flkl; UTST 08 6(4),,,RUN,,,3; CTUN D91 (REO); CTUN D95 (LE); CTUN D96 (NT),,,,,,UTST 04,-44,QB SCRAMBLE,,QB SCRAMBLE,CTUN D91,CTUN D07 > UTST 09,CTUN D91 (O) UTST 83,0,,,UTST 01,1,,,0,C,HB-R,HB-R (-5),L,1; UTST 04 (HB-R),,,,UNDEFINED,,P,,0,,S,,,,,,L,,,,LWR^(-21.5); SLWR(-21.5); RWR^(+22.5),,0,22
4445807,21578,8/27/22,2022,0,82426,141,1,3,13:25,1,0,0,0,0,1,5,,0,,,,0,0,0,0,0,,0,4445800,4445811,,0,0,,6,0,,2,0,0,,,0,,5; CTUN D00 (28); CTUN D08 (17); CTUN D91 (38); CTUN D95 (08); CTUN D96 (22),,C,,,LCB (6); FS (16); SSR (9); SCBiR (4); SCBoR (8); RCB (2),LEO (08); LILB (17); NT (22); RILB (28); REO (38); SSR (39),3/3/05,CTUN D00 (RILB); CTUN D01 (SSR); CTUN D05 (LCB); CTUN D06 (SCBiR); CTUN D07 (RCB); CTUN D08 (LILB); CTUN D10 (SCBoR); CTUN D19 (FS); CTUN D91 (REO); CTUN D95 (LEO); CTUN D96 (NT),CTUN D00 (0.0); CTUN D01 (0.0); CTUN D05 (0.0); CTUN D06 (0.0); CTUN D07 (0.0); CTUN D08 (0.0); CTUN D10 (-0.5); CTUN D19 (0.0); CTUN D91 (0.0); CTUN D95 (0.0); CTUN D96 (0.0),,1G,CTUN,6,,LEO (08); NT (22); REO (38),,PUNT,-44,5,KICKOFF - TB,-25,7,SD,-44,,,,,0,,,R,L,,,IF,,,UTST 01 (QB); CTUN D10 (SCBoR),,,,,,,,,,LILB (0); RILB (1),,C,C,UTST 01; CTUN D10,LWR; SLoWR; SLiWR; TE-L^; RWR^,4x1,HB>SLiWR,3-0-1-1,11,UTST 04; UTST 08; UTST 09; UTST 10; UTST 83,UTST 01 (QB); UTST 04 (SLiWR); UTST 08 (RWR); UTST 09 (SLoWR); UTST 10 (LWR); UTST 61 (RG); UTST 72 (LT); UTST 74 (C); UTST 78 (RT); UTST 79 (LG); UTST 83 (TE-L),UTST 01 (-0.5); UTST 04 (0.0); UTST 08 (0.0); UTST 09 (0.0); UTST 10 (0.0); UTST 61 (0.0); UTST 72 (0.0); UTST 74 (0.0); UTST 78 (0.0); UTST 79 (0.0); UTST 83 (0.0),,3R,UTST,UTST 08; UTST 83,,5; UTST 61 (RG); UTST 72 (LT); UTST 74 (C); UTST 78 (RT); UTST 79 (LG),,1b,CTUN D10,,6; CTUN D01; CTUN D05; CTUN D06; CTUN D07; CTUN D10; CTUN D19,8,M,UTST 01 (QB),LWR 5o(10); SLoWR 4(8); SLiWR 0u(-7); TE-L 9s; RWR 6(3),5; 4; 0; 9; 6,UTST 10 5o(10); UTST 09 4(8); UTST 04 0u(-7); UTST 83 9s; UTST 08 6(3),SLoWR,UTST 09,INCOMPLETE,4(8),4R,5; CTUN D00 (RILB); CTUN D08 (LILB); CTUN D91 (REO); CTUN D95 (LEO); CTUN D96 (NT),,22,4,,,,-44,,,,,CTUN D07 > UTST 10,,0,,,UTST 01,0,,,0,,EMPTY,,,,,,,,,P,,0,UTST 04* (B:L),S,,,,,,L,,,,LWR(-22.5); SLoWR(-13.5); SLiWR(+0.5); RWR^(+22.5),,0,15
4445811,21578,8/27/22,2022,0,82426,163,1,4,13:20,0,,0,0,0,,,35,0,,1.03,35,0,0,0,0,0,,0,4445807,4445823,,0,0,0.86,7,0,,,0,0,,,0,,7; CTUN D00; CTUN D05; CTUN D15; CTUN D29; CTUN D33; CTUN D46; CTUN D95,,,,,,Jul-00,,CTUN 01 (PR); CTUN D00 (PDL1); CTUN D02 (VRo); CTUN D05 (PDR1); CTUN D07 (VL); CTUN D10 (VRi); CTUN D15 (PDL3); CTUN D29 (PDR2); CTUN D33 (PDR3); CTUN D46 (PDL4); CTUN D95 (PDL2),CTUN 01 (0.0); CTUN D00 (0.0); CTUN D02 (0.0); CTUN D05 (0.0); CTUN D07 (0.0); CTUN D10 (0.0); CTUN D15 (0.0); CTUN D29 (0.0); CTUN D33 (0.0); CTUN D46 (0.0); CTUN D95 (0.0),,,CTUN,6,,,,,,,,,,,-44,,,,,35,UTST D07 (GLoa); UTST D17 (GLix); UTST D06 (GRa),3.8,R,L,,,,,,UTST S63 (P),BB,39,C,C,UTST S63,DOWNED,N,29,4,,,,,UTST S63,,,,,,,UTST 15 (PLT); UTST D06 (GR); UTST D07 (GLo); UTST D09 (PRG); UTST D10 (PPRi); UTST D11 (PLG); UTST D12 (PRT); UTST D17 (GLi); UTST D48 (PPRo); UTST S49 (PLS); UTST S63 (P),UTST 15 (0.0); UTST D06 (0.0); UTST D07 (0.0); UTST D09 (0.0); UTST D10 (0.0); UTST D11 (0.0); UTST D12 (0.0); UTST D17 (0.0); UTST D48 (0.0); UTST S49 (0.0); UTST S63 (-1.0),,,UTST,UTST 15; UTST D06; UTST D07; UTST D09; UTST D11; UTST D12; UTST S49,1.89,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,0,,,,0,,,0,,EMPTY,,,,,,CTUN 01,,,,,0,,,PUNT,,,,,,,,CTUN D10 (VRi); CTUN D07 (VL); CTUN D02 (VRo),,,0,11
4445823,21578,8/27/22,2022,0,82426,182,1,1,13:10,0,,0,0,0,1,1,13,0,1,,,0,0,0,0,1,,0,4445811,4445832,,0,0,,8,1,,,0,0,,2,0,CTUN 26,7; UTST D02 (29); UTST D08 (17); UTST D09 (34); UTST D10 (19); UTST D11 (10); UTST D22 (00); UTST D90 (25),CTUN 01; CTUN 05,,,,FSL (11); FSR (11); SCBiR (3); RCB (4),LLB (00); LEO (10); DLT (17); LILB (19); DRT (25); RLB (29); ROLB (34),4/3/04,UTST D02 (RLB); UTST D06 (FSL); UTST D08 (DLT); UTST D09 (ROLB); UTST D10 (LILB); UTST D11 (LEO); UTST D12 (RCB); UTST D22 (LLB); UTST D23 (SCBiR); UTST D27 (FSR); UTST D90 (DRT),UTST D02 (0.0); UTST D06 (0.0); UTST D08 (-0.5); UTST D09 (0.0); UTST D10 (0.0); UTST D11 (-1.0); UTST D12 (0.0); UTST D22 (0.0); UTST D23 (0.0); UTST D27 (0.0); UTST D90 (0.0),DRIVE START,3R,UTST,10,,LEO (10); DLT (17); DRT (25),,TOUCHDOWN,0,9,PUNT - DOWNED,-21,,,-21,UTST D06,,,,13,,,L,R,,,,,,CTUN 26 (HB-R); CTUN 64 (RG); CTUN 75 (RT); UTST D08 (DLT); UTST D10 (LILB); UTST D11 (LEO),,,,,,,,,,LLB (4); LILB (4); RLB (4); ROLB (0),,O,O,UTST D08; UTST D11,LWR^; SLoWR; SLiWR; HB-R; TE-R^,3x1,,3-0-1-1,11,CTUN 01; CTUN 05; CTUN 26; CTUN 83; CTUN 84,CTUN 01 (SLoWR); CTUN 05 (SLiWR); CTUN 06 (QB); CTUN 26 (HB-R); CTUN 62 (LG); CTUN 64 (RG); CTUN 71 (LT); CTUN 72 (C); CTUN 75 (RT); CTUN 83 (TE-R); CTUN 84 (LWR),CTUN 01 (0.0); CTUN 05 (0.0); CTUN 06 (0.0); CTUN 26 (+0.5); CTUN 62 (0.0); CTUN 64 (+0.5); CTUN 71 (0.0); CTUN 72 (0.0); CTUN 75 (0.0); CTUN 83 (0.0); CTUN 84 (0.0),DRIVE START,1G,CTUN,CTUN 83; CTUN 84,,,,4,,,,,,,LWR r; SLoWR r; SLiWR r; HB-R r; TE-R 3o(6),-; -; -; -; 3,CTUN 84 r; CTUN 01 r; CTUN 05 r; CTUN 26 r; CTUN 83 3o(6),,,,,,,,,,,,,-34,RG,,RG,CTUN 26; CTUN 64,,,0,,,CTUN 06,0,,,0,,HB-R,HB-R (-5),L,1; CTUN 26 (HB-R),,,,INSIDE ZONE,READ OPTION,R,,0,,S,,,,UTST D06,UTST D27,R,,,,LWR^(-20.5); SLoWR(-16.5); SLiWR(-13.5),,1,
4445832,21578,8/27/22,2022,0,82426,204,1,1,12:48,0,,0,0,0,1,2,52,0,1,,,0,0,0,0,1,,0,4445823,4445840,,0,0,,9,0,,,0,0,,4,0,CTUN 26,8; UTST D02 (20); UTST D08 (16); UTST D09 (33); UTST D10 (29); UTST D11 (10); UTST D23 (04); UTST D27 (42); UTST D90 (25),,,,,LCB (1); SCBL (7); FS (11),LLB (04); LEO (10); DLT (16); LILB (20); DRT (25); RLB (29); REO (33); RLB (42),4/3/04,UTST D02 (LILB); UTST D06 (SCBL); UTST D08 (DLT); UTST D09 (REO); UTST D10 (RLB); UTST D11 (LEO); UTST D12 (FS); UTST D22 (LCB); UTST D23 (LLB); UTST D27 (RLB); UTST D90 (DRT),UTST D02 (0.0); UTST D06 (0.0); UTST D08 (0.0); UTST D09 (0.0); UTST D10 (0.0); UTST D11 (0.0); UTST D12 (-1.0); UTST D22 (0.0); UTST D23 (0.0); UTST D27 (0.0); UTST D90 (-0.5),,3R,UTST,10,,LEO (10); DLT (16); DRT (25); REO (33),,TOUCHDOWN,0,9,PUNT - DOWNED,-21,,,-34,UTST D27,,,,52,,,L,R,,,,,,CTUN 26 (HB-L); CTUN 71 (LT); CTUN 72 (C); UTST D08 (DLT); UTST D12 (FS); UTST D90 (DRT),,,,,,,,,,LLB (2); LILB (4); RLB (4); RLB (4),,C,C,CTUN 72; UTST D12; UTST D90,TE-L^; HB-L; TE-R^; SRWR; RWR,1x3,,2-0-1-2,12,CTUN 01; CTUN 05; CTUN 26; CTUN 83; CTUN 85,CTUN 01 (RWR); CTUN 05 (SRWR); CTUN 06 (QB); CTUN 26 (HB-L); CTUN 62 (LG); CTUN 64 (RG); CTUN 71 (LT); CTUN 72 (C); CTUN 75 (RT); CTUN 83 (TE-R); CTUN 85 (TE-L),CTUN 01 (0.0); CTUN 05 (0.0); CTUN 06 (0.0); CTUN 26 (+1.0); CTUN 62 (0.0); CTUN 64 (0.0); CTUN 71 (+0.5); CTUN 72 (-0.5); CTUN 75 (0.0); CTUN 83 (0.0); CTUN 85 (0.0),CTUN 85,1G,CTUN,CTUN 83; CTUN 85,,,,1,,,,,,,,,,,,,,,,,,,,,,14,LT,,LT,CTUN 26; CTUN 71,UTST D22 > CTUN 01,,0,,,CTUN 06,0,,,0,,HB-L,HB-L (-5),R,1; CTUN 26 (HB-L),,,,OUTSIDE ZONE,READ OPTION,R,,0,,S,,,,UTST D27,,L;R,,,,SRWR(+5.5); RWR(+17.5),,0,17
